Sequence Name,mcg,gvh,alm,mit,erl,pox,vac,nuc
ARD1_YEAST,0.56,0.48,0.58,0.27,0.5,0,0.51,0.22
PH80_YEAST,0.53,0.54,0.43,0.18,0.5,0,0.53,0.31
RFC3_YEAST,0.34,0.58,0.5,0.26,0.5,0,0.51,0.22
IF52_YEAST,0.44,0.54,0.51,0.16,0.5,0,0.58,0.22
SX18_YEAST,0.38,0.58,0.46,0.21,0.5,0,0.52,0.22
LYS1_YEAST,0.5,0.45,0.48,0.17,0.5,0,0.5,0.26
PH85_YEAST,0.4,0.37,0.54,0.13,0.5,0,0.48,0.22
DPO4_YEAST,0.56,0.5,0.56,0.26,0.5,0,0.53,0.27
KAR3_YEAST,0.34,0.31,0.6,0.37,0.5,0,0.5,0.3
RPB3_YEAST,0.54,0.57,0.55,0.18,0.5,0,0.5,0.22
KIP1_YEAST,0.43,0.52,0.53,0.52,1,0,0.49,0.22
YHE0_YEAST,0.39,0.33,0.33,0.23,0.5,0,0.47,0.22
MAC1_YEAST,0.52,0.49,0.57,0.57,0.5,0,0.51,0.22
RMAR_YEAST,0.66,0.37,0.6,0.25,0.5,0,0.69,0.22
UBCX_YEAST,0.47,0.43,0.59,0.27,0.5,0,0.55,0.22
DPB3_YEAST,0.53,0.61,0.52,0.21,0.5,0,0.55,0.3
RNC1_YEAST,0.47,0.47,0.5,0.15,0.5,0,0.5,0.48
S160_YEAST,0.46,0.49,0.55,0.18,0.5,0,0.56,0.22
SYR_YEAST,0.46,0.44,0.53,0.31,0.5,0,0.48,0.22
AROC_YEAST,0.6,0.47,0.45,0.22,0.5,0,0.51,0.29
RM02_YEAST,0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24
MDHP_YEAST,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22
SUL1_YEAST,0.43,0.28,0.41,0.32,0.5,0,0.52,0.22
LEU3_YEAST,0.54,0.54,0.49,0.14,0.5,0,0.56,0.22
YEP0_YEAST,0.38,0.37,0.36,0.14,0.5,0,0.54,0.22
RA16_YEAST,0.33,0.28,0.5,0.4,0.5,0,0.46,0.61
R26A_YEAST,0.46,0.54,0.59,0.41,0.5,0,0.53,0.21
NMT_YEAST,0.49,0.44,0.51,0.18,0.5,0,0.52,0.27
RS21_YEAST,0.42,0.5,0.64,0.13,0.5,0,0.49,0.22
ACON_YEAST,0.6,0.4,0.52,0.46,0.5,0,0.53,0.22
SNF5_YEAST,0.66,0.43,0.57,0.6,0.5,0,0.19,0.33
RM08_YEAST,0.55,0.5,0.6,0.31,0.5,0,0.46,0.27
ST20_YEAST,0.3,0.45,0.55,0.19,0.5,0,0.53,0.4
RTG1_YEAST,0.41,0.46,0.58,0.08,0.5,0,0.51,0.28
CYT2_YEAST,0.27,0.39,0.66,0.11,0.5,0,0.44,0.22
YKH4_YEAST,0.39,0.35,0.49,0.17,0.5,0,0.49,0.22
CCPR_YEAST,0.46,0.71,0.48,0.53,0.5,0,0.53,0.22
TCTP_YEAST,0.47,0.38,0.58,0.19,0.5,0,0.57,0.22
RPB8_YEAST,0.44,0.5,0.55,0.24,0.5,0,0.48,0.22
TRAM_YEAST,0.47,0.52,0.54,0.25,0.5,0,0.54,0.29
MK16_YEAST,0.49,0.62,0.65,0.18,0.5,0,0.46,0.43
MER2_YEAST,0.4,0.53,0.61,0.21,0.5,0,0.48,0.33
PRTD_YEAST,0.63,0.55,0.53,0.51,0.5,0,0.55,0.22
CLC1_YEAST,0.24,0.34,0.69,0.18,0.5,0,0.52,0.22
SDHL_YEAST,0.46,0.42,0.51,0.16,0.5,0,0.56,0.22
PRI2_YEAST,0.45,0.48,0.56,0.56,0.5,0,0.47,0.22
RT17_YEAST,0.41,0.54,0.58,0.2,0.5,0,0.52,0.22
ATU1_YEAST,0.54,0.55,0.34,0.31,0.5,0,0.54,0.22
UBP2_YEAST,0.19,0.41,0.55,0.13,0.5,0,0.52,0.25
MASZ_YEAST,0.44,0.53,0.52,0.23,0.5,0.83,0.51,0.22
EF3_YEAST,0.48,0.58,0.47,0.17,0.5,0,0.53,0.74
SC23_YEAST,0.41,0.49,0.47,0.09,0.5,0,0.49,0.22
PRCE_YEAST,0.46,0.62,0.54,0.25,0.5,0,0.46,0.22
CY1_YEAST,0.44,0.68,0.45,0.51,0.5,0,0.52,0.41
MR11_YEAST,0.39,0.3,0.56,0.12,0.5,0,0.53,0.38
BCK1_YEAST,0.42,0.47,0.52,0.41,0.5,0,0.53,0.32
MGM1_YEAST,0.66,0.52,0.52,0.44,0.5,0,0.56,0.27
KHR1_YEAST,0.84,0.63,0.38,0.23,0.5,0,0.53,0.22
SR72_YEAST,0.56,0.52,0.46,0.17,0.5,0,0.49,0.73
HS71_YEAST,0.53,0.48,0.51,0.18,0.5,0,0.52,0.27
TSM1_YEAST,0.5,0.5,0.48,0.34,0.5,0,0.52,0.27
YP51_YEAST,0.63,0.56,0.52,0.21,0.5,0,0.5,0.22
KEX2_YEAST,0.7,0.73,0.38,0.36,0.5,0,0.54,0.22
BAF1_YEAST,0.48,0.45,0.59,0.2,0.5,0,0.58,0.34
RSU2_YEAST,0.54,0.35,0.55,0.19,0.5,0,0.3,0.22
SOK1_YEAST,0.46,0.41,0.45,0.23,0.5,0,0.48,0.22
DBP1_YEAST,0.42,0.32,0.5,0.21,0.5,0,0.51,0.22
HS72_YEAST,0.51,0.48,0.51,0.19,0.5,0,0.51,0.27
MEIX_YEAST,0.7,0.53,0.42,0.22,0.5,0,0.51,0.28
DCP2_YEAST,0.49,0.45,0.46,0.18,0.5,0,0.49,0.31
ARF1_YEAST,0.64,0.59,0.56,0.23,0.5,0,0.46,0.22
TNT_YEAST,0.59,0.6,0.49,0.43,0.5,0,0.53,0.31
H2B2_YEAST,0.34,0.34,0.61,0.18,0.5,0,0.52,0.32
RPBY_YEAST,0.48,0.45,0.63,0.19,0.5,0,0.58,0.22
TRM1_YEAST,0.53,0.45,0.52,0.29,0.5,0,0.55,0.38
LGT3_YEAST,0.46,0.4,0.38,0.18,0.5,0,0.49,0.22
AMPL_YEAST,0.42,0.32,0.48,0.16,0.5,0,0.55,0.22
RFC1_YEAST,0.26,0.36,0.47,0.34,0.5,0,0.53,0.72
GAC1_YEAST,0.55,0.66,0.57,0.32,0.5,0,0.57,0.34
RM32_YEAST,0.57,0.61,0.55,0.27,0.5,0,0.44,0.21
YAE2_YEAST,0.39,0.63,0.41,0.27,0.5,0,0.49,0.22
SEC8_YEAST,0.48,0.51,0.5,0.24,0.5,0,0.54,0.38
LOS1_YEAST,0.53,0.44,0.47,0.22,0.5,0,0.53,0.22
C1TC_YEAST,0.45,0.4,0.5,0.16,0.5,0,0.5,0.22
PUB1_YEAST,0.48,0.5,0.56,0.11,0.5,0,0.33,0.22
R16A_YEAST,0.44,0.56,0.52,0.18,0.5,0,0.5,0.11
AATC_YEAST,0.51,0.4,0.56,0.17,0.5,0.5,0.49,0.22
PT22_YEAST,0.56,0.68,0.52,0.39,0.5,0,0.36,0.22
SLA2_YEAST,0.46,0.48,0.38,0.22,0.5,0,0.39,0.45
COQ3_YEAST,0.52,0.56,0.54,0.53,0.5,0,0.45,0.22
AMYG_YEAST,0.7,0.78,0.53,0.24,0.5,0,0.48,0.22
UME6_YEAST,0.6,0.57,0.63,0.22,0.5,0,0.5,0.49
RM41_YEAST,0.52,0.5,0.59,0.31,0.5,0,0.5,0.22
RL4B_YEAST,0.56,0.35,0.47,0.35,0.5,0,0.52,0.22
DCUP_YEAST,0.48,0.34,0.47,0.14,0.5,0,0.47,0.26
CHS3_YEAST,0.26,0.44,0.3,0.11,0.5,0,0.51,0.47
MS51_YEAST,0.55,0.53,0.54,0.4,0.5,0,0.48,0.22
EPT1_YEAST,0.29,0.43,0.4,0.15,0.5,0,0.53,0.22
YHX8_YEAST,0.4,0.43,0.49,0.17,0.5,0,0.51,0.36
IPPI_YEAST,0.51,0.43,0.63,0.18,0.5,0,0.52,0.22
ADH4_YEAST,0.59,0.45,0.53,0.19,0.5,0,0.59,0.27
SP10_YEAST,0.27,0.46,0.52,0.17,0.5,0,0.49,0.44
VP45_YEAST,0.46,0.52,0.51,0.13,0.5,0,0.47,0.22
IF4E_YEAST,0.39,0.47,0.56,0.16,0.5,0,0.47,0.22
E2BD_YEAST,0.42,0.39,0.47,0.13,0.5,0,0.5,0.27
SLN1_YEAST,0.52,0.65,0.36,0.37,0.5,0,0.52,0.34
PRC9_YEAST,0.48,0.56,0.49,0.32,0.5,0,0.5,0.22
ATH2_YEAST,0.27,0.56,0.3,0.14,0.5,0,0.52,0.39
ATP9_YEAST,0.78,0.65,0.4,0.16,0.5,0,0.63,0.22
SC72_YEAST,0.59,0.55,0.57,0.18,0.5,0,0.51,0.22
YIN0_YEAST,0.35,0.29,0.46,0.14,0.5,0,0.54,0.66
ATC3_YEAST,0.4,0.39,0.33,0.17,0.5,0,0.51,0.31
ADB2_YEAST,0.48,0.39,0.51,0.21,0.5,0,0.52,0.28
RPC8_YEAST,0.57,0.42,0.63,0.22,0.5,0,0.68,0.32
NOT4_YEAST,0.47,0.44,0.53,0.18,0.5,0,0.47,0.29
YK44_YEAST,0.58,0.56,0.38,0.39,0.5,0,0.54,0.57
RT13_YEAST,0.51,0.42,0.56,0.38,0.5,0,0.46,0.22
RPB9_YEAST,0.34,0.47,0.48,0.32,0.5,0,0.42,0.22
MTC_YEAST,0.38,0.51,0.75,0.17,0.5,0,0.55,0.22
PAP_YEAST,0.64,0.52,0.5,0.26,0.5,0,0.51,0.31
PTP2_YEAST,0.45,0.27,0.5,0.33,0.5,0,0.53,0.26
FZF1_YEAST,0.37,0.43,0.62,0.27,0.5,0,0.48,0.22
H3_YEAST,0.39,0.39,0.55,0.52,0.5,0,0.37,0.16
MAOX_YEAST,0.57,0.59,0.49,0.86,0.5,0,0.47,0.22
NAP1_YEAST,0.36,0.39,0.55,0.26,0.5,0,0.49,0.22
PEP1_YEAST,0.74,0.89,0.32,0.24,0.5,0,0.54,0.32
ERG2_YEAST,0.92,0.61,0.4,0.22,0.5,0,0.54,0.22
IF1A_YEAST,0.33,0.36,0.62,0.26,0.5,0,0.55,0.22
SMY1_YEAST,0.54,0.5,0.51,0.26,0.5,0,0.52,0.22
RU17_YEAST,0.33,0.46,0.6,0.18,0.5,0,0.51,0.26
TBA3_YEAST,0.59,0.46,0.55,0.17,0.5,0,0.52,0.25
MTD1_YEAST,0.57,0.4,0.48,0.24,0.5,0,0.55,0.22
GCN1_YEAST,0.41,0.52,0.41,0.11,0.5,0,0.54,0.35
N116_YEAST,0.88,0.59,0.54,0.39,0.5,0,0.41,0.3
NUF1_YEAST,0.51,0.34,0.49,0.16,0.5,0,0.53,0.21
HEM2_YEAST,0.53,0.43,0.47,0.15,0.5,0,0.58,0.22
ATN2_YEAST,0.36,0.49,0.3,0.22,0.5,0,0.52,0.31
RRN7_YEAST,0.42,0.38,0.52,0.29,0.5,0,0.42,0.22
RT08_YEAST,0.45,0.38,0.64,0.14,0.5,0,0.54,0.22
SEN2_YEAST,0.48,0.5,0.47,0.29,0.5,0,0.46,0.27
YCD8_YEAST,0.3,0.68,0.41,0.17,0.5,0,0.51,0.22
STP1_YEAST,0.48,0.54,0.56,0.29,0.5,0,0.51,0.43
CSE2_YEAST,0.53,0.38,0.66,0.25,0.5,0,0.43,0.22
PTSR_YEAST,0.5,0.5,0.54,0.16,0.5,0,0.49,0.22
YGP1_YEAST,0.8,0.79,0.43,0.25,0.5,0,0.52,0.22
DPOA_YEAST,0.36,0.39,0.54,0.16,0.5,0,0.5,0.28
FAS2_YEAST,0.63,0.62,0.42,0.12,0.5,0,0.52,0.25
YCS4_YEAST,0.51,0.38,0.42,0.21,0.5,0,0.46,0.34
CDC3_YEAST,0.29,0.32,0.58,0.15,0.5,0,0.5,0.3
SC59_YEAST,0.51,0.51,0.32,0.27,0.5,0,0.54,0.22
TTP1_YEAST,0.79,0.62,0.35,0.35,0.5,0,0.6,0.28
ARF2_YEAST,0.64,0.56,0.56,0.22,0.5,0,0.45,0.22
RFC2_YEAST,0.47,0.47,0.54,0.19,0.5,0,0.51,0.33
RT28_YEAST,0.65,0.53,0.55,0.52,0.5,0,0.47,0.27
ADA2_YEAST,0.61,0.6,0.55,0.21,0.5,0,0.5,0.25
YHC6_YEAST,0.61,0.76,0.3,0.16,0.5,0,0.45,0.41
RER1_YEAST,0.45,0.66,0.39,0.11,0.5,0,0.54,0.22
CALB_YEAST,0.37,0.42,0.51,0.11,0.5,0,0.57,0.22
CC31_YEAST,0.47,0.32,0.64,0.3,0.5,0,0.63,0.22
TKT2_YEAST,0.55,0.69,0.51,0.12,0.5,0,0.51,0.22
RM04_YEAST,0.36,0.38,0.56,0.44,0.5,0,0.48,0.22
R61A_YEAST,0.51,0.39,0.58,0.19,0.5,0,0.47,0.22
R17A_YEAST,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16
PDI_YEAST,0.7,0.84,0.49,0.28,1,0,0.58,0.22
ATM1_YEAST,0.6,0.5,0.44,0.61,0.5,0,0.47,0.22
VATB_YEAST,0.44,0.35,0.55,0.14,0.5,0,0.52,0.22
SC11_YEAST,0.85,0.66,0.49,0.18,0.5,0,0.51,0.22
PR21_YEAST,0.38,0.26,0.6,0.1,0.5,0,0.48,0.44
YAC2_YEAST,0.49,0.53,0.36,0.15,0.5,0,0.52,0.27
ESP1_YEAST,0.55,0.46,0.46,0.31,0.5,0,0.58,0.48
HXTY_YEAST,0.33,0.28,0.31,0.24,0.5,0,0.53,0.22
TUP1_YEAST,0.5,0.43,0.56,0.17,0.5,0,0.35,0.22
RL46_YEAST,0.43,0.22,0.79,0.79,0.5,0,0.22,0
YAA7_YEAST,1,0.8,0.29,0.36,0.5,0,0.52,0.22
ARGD_YEAST,0.43,0.35,0.52,0.52,0.5,0,0.54,0.22
TAT2_YEAST,0.39,0.46,0.33,0.18,0.5,0,0.53,0.22
RA26_YEAST,0.47,0.43,0.48,0.16,0.5,0,0.46,0.27
RCS1_YEAST,0.33,0.55,0.51,0.43,0.5,0,0.51,0.22
G3P3_YEAST,0.61,0.52,0.5,0.44,0.5,0,0.53,0.22
STL1_YEAST,0.36,0.5,0.39,0.23,0.5,0,0.5,0.22
TYE7_YEAST,0.36,0.52,0.61,0.33,0.5,0,0.52,0.37
UBC5_YEAST,0.5,0.46,0.49,0.27,0.5,0,0.6,0.22
MS16_YEAST,0.61,0.59,0.47,0.49,0.5,0,0.54,0.22
NOP4_YEAST,0.33,0.48,0.55,0.16,0.5,0,0.53,0.75
KRE1_YEAST,0.84,0.87,0.45,0.54,0.5,0,0.28,0.22
HS74_YEAST,0.53,0.48,0.51,0.18,0.5,0,0.51,0.27
G3P2_YEAST,0.57,0.35,0.5,0.43,0.5,0,0.53,0.22
IF2M_YEAST,0.55,0.49,0.5,0.46,0.5,0,0.52,0.25
PRCH_YEAST,0.42,0.53,0.57,0.17,0.5,0,0.49,0.22
RAD3_YEAST,0.52,0.5,0.51,0.2,0.5,0,0.51,0.22
DEP1_YEAST,0.38,0.48,0.59,0.22,0.5,0,0.46,0.22
R29A_YEAST,0.38,0.32,0.64,0.41,0.5,0,0.44,0.11
GOG5_YEAST,0.69,0.48,0.38,0.15,0.5,0,0.55,0.22
RLA4_YEAST,0.78,0.82,0.56,0.21,0.5,0,0.69,0.22
CYC2_YEAST,0.4,0.56,0.48,0.14,0.5,0,0.47,0.22
GAL8_YEAST,0.6,0.6,0.49,0.3,0.5,0,0.53,0.22
LEU1_YEAST,0.52,0.62,0.54,0.19,0.5,0,0.5,0.22
RL3_YEAST,0.48,0.44,0.46,0.37,0.5,0,0.46,0.36
SC25_YEAST,0.5,0.48,0.48,0.23,0.5,0,0.53,0.68
CG13_YEAST,0.43,0.57,0.53,0.53,0.5,0,0.53,0.25
ERD1_YEAST,0.52,0.75,0.37,0.14,0.5,0,0.46,0.22
ADH3_YEAST,0.51,0.51,0.52,0.51,0.5,0,0.54,0.22
RPOM_YEAST,0.47,0.56,0.46,0.5,0.5,0,0.51,0.22
YJ91_YEAST,0.47,0.43,0.35,0.32,0.5,0,0.54,0.22
CAPA_YEAST,0.42,0.35,0.54,0.18,0.5,0,0.56,0.22
TCPA_YEAST,0.5,0.49,0.46,0.22,0.5,0,0.53,0.25
DHA1_YEAST,0.59,0.53,0.43,0.44,0.5,0,0.5,0.22
R104_YEAST,0.44,0.33,0.55,0.16,0.5,0,0.49,0.22
GPDM_YEAST,0.69,0.5,0.49,0.42,0.5,0,0.49,0.22
ODPB_YEAST,0.49,0.52,0.53,0.7,0.5,0,0.51,0.22
CCE1_YEAST,0.58,0.62,0.54,0.17,0.5,0,0.48,0.22
TOA2_YEAST,0.52,0.49,0.59,0.21,0.5,0,0.47,0.22
CYB_YEAST,0.61,0.72,0.31,0.33,0.5,0,0.56,0.22
TRK1_YEAST,0.55,0.39,0.39,0.47,0.5,0,0.5,0.83
GBG_YEAST,0.36,0.37,0.63,0.25,0.5,0,0.3,0.22
KC21_YEAST,0.31,0.31,0.56,0.33,0.5,0,0.52,0.33
G6PI_YEAST,0.46,0.46,0.53,0.23,0.5,0,0.51,0.22
PRI1_YEAST,0.33,0.35,0.56,0.19,0.5,0,0.5,0.22
MA3T_YEAST,0.39,0.37,0.33,0.23,0.5,0,0.53,0.26
HSF_YEAST,0.34,0.35,0.61,0.19,0.5,0,0.52,0.25
UGS1_YEAST,0.58,0.45,0.48,0.24,0.5,0,0.52,0.37
IF51_YEAST,0.44,0.55,0.51,0.16,0.5,0,0.6,0.22
EF1H_YEAST,0.54,0.48,0.55,0.33,0.5,0,0.55,0.4
REB1_YEAST,0.58,0.31,0.6,0.12,0.5,0,0.47,0.33
POB1_YEAST,0.49,0.48,0.52,0.2,0.5,0,0.55,0.22
UBP1_YEAST,0.59,0.7,0.46,0.19,0.5,0,0.54,0.44
YHT3_YEAST,0.49,0.55,0.35,0.23,0.5,0,0.57,0.22
YHY1_YEAST,0.77,0.68,0.35,0.19,0.5,0,0.53,0.43
PHO2_YEAST,0.4,0.34,0.52,0.17,0.5,0,0.47,0.51
LCF2_YEAST,0.35,0.46,0.49,0.15,1,0,0.55,0.35
CYPB_YEAST,0.77,0.79,0.58,0.23,0.5,0,0.48,0.22
DA81_YEAST,0.39,0.28,0.46,0.12,0.5,0,0.41,0.22
YKD8_YEAST,0.38,0.4,0.39,0.19,0.5,0,0.46,0.62
EST1_YEAST,0.35,0.6,0.47,0.13,0.5,0,0.52,0.43
PR08_YEAST,0.4,0.28,0.48,0.06,0.5,0,0.49,0.42
ASG2_YEAST,0.81,0.85,0.47,0.37,0.5,0,0.56,0.22
PRTB_YEAST,0.75,0.69,0.48,0.13,0.5,0,0.57,0.4
RL15_YEAST,0.46,0.35,0.69,0.18,0.5,0,0.3,0.25
SNM1_YEAST,0.37,0.44,0.51,0.56,0.5,0,0.5,0.38
MIG1_YEAST,0.43,0.39,0.59,0.13,0.5,0,0.41,0.43
NSR1_YEAST,0.3,0.55,0.58,0.16,0.5,0,0.61,0.28
RPC5_YEAST,0.38,0.38,0.54,0.24,0.5,0,0.54,0.22
SR14_YEAST,0.61,0.5,0.61,0.21,0.5,0,0.55,0.54
TF3A_YEAST,0.41,0.59,0.65,0.14,0.5,0,0.49,0.33
SIC1_YEAST,0.42,0.43,0.67,0.7,0.5,0,0.42,0.25
MSH2_YEAST,0.32,0.45,0.44,0.2,0.5,0,0.55,0.33
FRE1_YEAST,0.91,0.77,0.34,0.47,0.5,0,0.52,0.31
ACH1_YEAST,0.4,0.42,0.57,0.35,0.5,0,0.53,0.25
KCC1_YEAST,0.31,0.55,0.52,0.17,0.5,0,0.52,0.22
SEC9_YEAST,0.39,0.3,0.63,0.2,0.5,0,0.43,0.47
GLN3_YEAST,0.43,0.54,0.58,0.16,0.5,0,0.5,0.36
YP52_YEAST,0.48,0.61,0.57,0.17,0.5,0,0.45,0.22
RPD3_YEAST,0.37,0.3,0.51,0.15,0.5,0,0.58,0.26
KAPB_YEAST,0.49,0.46,0.54,0.18,0.5,0,0.35,0.22
KR11_YEAST,0.27,0.56,0.56,0.18,0.5,0,0.52,0.22
YKE6_YEAST,0.77,0.74,0.37,0.29,0.5,0,0.45,0.22
PRCI_YEAST,0.56,0.42,0.52,0.14,0.5,0,0.51,0.22
RS3A_YEAST,0.38,0.4,0.59,0.25,0.5,0,0.44,0.22
SLP1_YEAST,0.56,0.68,0.42,0.36,0.5,0,0.49,0.22
SWI3_YEAST,0.47,0.47,0.5,0.19,0.5,0,0.51,0.26
RS28_YEAST,0.38,0.5,0.52,0.44,0.5,0,0.54,0.11
RA14_YEAST,0.39,0.16,0.59,0.08,0.5,0,0.51,0.27
GALX_YEAST,0.62,0.58,0.52,0.15,0.5,0,0.52,0.29
EF2_YEAST,0.52,0.54,0.5,0.21,0.5,0,0.48,0.3
AFG3_YEAST,0.51,0.51,0.43,0.87,0.5,0,0.52,0.22
PRC3_YEAST,0.51,0.51,0.56,0.28,0.5,0,0.54,0.27
YKE9_YEAST,0.34,0.36,0.54,0.11,0.5,0,0.36,0.21
ATPD_YEAST,0.5,0.58,0.46,0.46,0.5,0,0.46,0.22
POP2_YEAST,0.5,0.45,0.53,0.21,0.5,0,0.28,0.22
RS11_YEAST,0.38,0.34,0.55,0.44,0.5,0,0.48,0.26
KAPR_YEAST,0.4,0.45,0.56,0.2,0.5,0,0.45,0.22
NAT2_YEAST,0.59,0.58,0.39,0.52,0.5,0,0.5,0.31
MPCP_YEAST,0.6,0.59,0.45,0.23,0.5,0,0.55,0.22
MTF1_YEAST,0.46,0.46,0.56,0.12,0.5,0,0.55,0.22
MRS3_YEAST,0.54,0.64,0.5,0.13,0.5,0,0.49,0.22
STE5_YEAST,0.45,0.57,0.52,0.21,0.5,0,0.54,0.38
TPIS_YEAST,0.44,0.49,0.49,0.27,0.5,0,0.52,0.22
HEM6_YEAST,0.35,0.4,0.53,0.18,0.5,0,0.42,0.38
AP54_YEAST,0.33,0.49,0.46,0.22,0.5,0,0.53,0.33
SC20_YEAST,0.46,0.47,0.44,0.18,1,0,0.46,0.22
RN14_YEAST,0.37,0.58,0.5,0.22,0.5,0,0.47,0.22
CYPH_YEAST,0.52,0.4,0.6,0.12,0.5,0,0.55,0.22
VAL1_YEAST,0.31,0.4,0.31,0.17,0.5,0,0.52,0.22
MSN1_YEAST,0.52,0.38,0.62,0.12,0.5,0,0.41,0.28
PSS_YEAST,0.35,0.45,0.43,0.11,0.5,0,0.56,0.22
R271_YEAST,0.39,0.65,0.57,0.19,0.5,0,0.44,0.25
KAD2_YEAST,0.63,0.67,0.57,0.24,0.5,0,0.49,0.22
R37B_YEAST,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22
M101_YEAST,0.5,0.49,0.59,0.47,0.5,0,0.49,0.36
PIR3_YEAST,0.77,0.73,0.51,0.27,0.5,0,0.34,0.22
PLB1_YEAST,0.78,0.69,0.44,0.26,0.5,0,0.54,0.22
TBA1_YEAST,0.59,0.46,0.57,0.17,0.5,0,0.52,0.22
PT54_YEAST,0.5,0.57,0.62,0.25,0.5,0,0.51,0.22
YMC2_YEAST,0.38,0.47,0.47,0.18,0.5,0,0.44,0.26
RLA0_YEAST,0.48,0.55,0.48,0.1,0.5,0,0.55,0.22
IME1_YEAST,0.54,0.45,0.62,0.13,0.5,0,0.52,0.26
SNC1_YEAST,0.27,0.41,0.24,0.2,0.5,0,0.49,0.22
